portal,profile,status,title,company,location,url,discovered_at,gate_score,gate_reason,application_method,region,last_error
indeed,it,queued,"Manager, Human Resources (18-month leave coverage contract)",Vancouver Aquarium,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=0e9ff959be0aa4a4,2026-07-13 01:06:14.421000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,HR Generalist,Axis Insurance Managers Inc.,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=ce46bba687246d8e,2026-07-13 01:06:14.417000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Human Resoures Generalist,VANCOUVER PILE DRIVING LTD.,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=5c3fc67d06f7a328,2026-07-13 01:06:14.412000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Human Resoures Generalist,Carlson Construction Group,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=9b2177d4bc34dd4c,2026-07-13 01:06:14.407000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,HR Generalist,Wallenius Wilhelmsen,"Delta, BC, CA",https://ca.indeed.com/viewjob?jk=a66a06380572b3df,2026-07-13 01:06:14.399000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Port Engineer, Electrical",Seaspan ULC,"Delta, BC, CA",https://ca.indeed.com/viewjob?jk=4c1114c77c985d8b,2026-07-13 01:06:14.394000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Temporary Works Engineer,ALA Engineering Inc.,"New Westminster, BC, CA",https://ca.indeed.com/viewjob?jk=252ea791072baf0d,2026-07-13 01:06:14.389000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Operations Administrator, Inventory",CLS Catering Services Ltd.,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=a1cc2d3829a3417c,2026-07-13 01:06:14.385000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Assistant Food & Beverage Manager,CANUEL CATERERS / BRANDED DISTRIBUTION,"Coquitlam, BC, CA",https://ca.indeed.com/viewjob?jk=1b0b1a52599762d7,2026-07-13 01:06:14.380000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Assistant Front Store Manager, Hourly Full Time Flexible Shifts",Shoppers Drug Mart,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=41118a168446ffb7,2026-07-13 01:06:14.375000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Pharmacy Assistant, Hourly Part Time Day",Shoppers Drug Mart,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=74b785ed81af3db9,2026-07-13 01:06:14.367000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Financial Services Representative - Burquitlam,Vancouver City Savings Credit Union,"Coquitlam, BC, CA",https://ca.indeed.com/viewjob?jk=3a9789097bf7d5cd,2026-07-13 01:06:14.359000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Senior Financial Services Representative (BCGEU) - False Creek,Vancouver City Savings Credit Union,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=62cbde482548ffe6,2026-07-13 01:06:14.354000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Member Experience Officer (BCGEU) - False Creek,Vancouver City Savings Credit Union,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=b54bd8f7839fef59,2026-07-13 01:06:14.348000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Account Manager II (BCGEU) - False Creek,Vancouver City Savings Credit Union,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=695768a9a9993563,2026-07-13 01:06:14.340000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Account Manager I (BCGEU) - False Creek,Vancouver City Savings Credit Union,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=84d49b4f6bc9c5cd,2026-07-13 01:06:14.335000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,"Receiver, Hourly Part Time Day",Shoppers Drug Mart,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=e749b8e9587c66ae,2026-07-13 01:06:14.329000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Receiver, Hourly Full Time Flexible Shifts",Shoppers Drug Mart,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=2a85bd6f2f0b9ab2,2026-07-13 01:06:14.322000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Assistant Front Store Manager, Hourly Full Time Flexible Shifts",Shoppers Drug Mart,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=15021bc59c551ad6,2026-07-13 01:06:14.318000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Production Assistant - Cheesemaking,Golden Ears Cheesecrafters,"Maple Ridge, BC, CA",https://ca.indeed.com/viewjob?jk=a96723e37cb37313,2026-07-13 01:06:14.313000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Employment Resource Advisor/Financial Supports Clerk (Fixed Term),WCG International Consultants Ltd.,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=48361105c41655e5,2026-07-13 01:06:14.309000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Merchandise Processing Team Member - Langley (Full Time),Talize,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=f1002b02ba1ffe62,2026-07-13 01:06:14.303000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Assistant Manager,JYSK,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=4d44eee29a96b431,2026-07-13 01:06:14.296000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Quick Service Attendant,Canucks Sports & Entertainment,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=840c4076f985c25c,2026-07-13 01:06:14.289000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Pharmacy Assistant - Part Time,London Drugs,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=d5236709c9aee613,2026-07-13 01:06:14.281000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Assistant Manager, IPP Accounting",Arbutus Properties,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=8e7e80b8ef5bb1ad,2026-07-13 01:06:14.275000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,7802 - Assistant Store Manager FT,Lids Canada Inc.,"West Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=2806866609d190cd,2026-07-13 01:06:14.270000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Assistant Store Manager,Herschel Supply Company,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=70d0cf6f38a1db3f,2026-07-13 01:06:14.265000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,PHYT-Physiotherapist,Lifemark Health Group,"New Westminster, BC, CA",https://ca.indeed.com/viewjob?jk=7b4ca4419c2ce681,2026-07-13 01:06:14.258000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Social Media Marketing Assistant,Bella & Wren Design,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=efd047586c991d18,2026-07-13 01:06:14.248000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Community Occupational Therapist - Mentorship Available,Swift Health Services,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=7429ce81e0ac83ed,2026-07-13 01:06:14.242000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Shop and Facility Assistant,NuWave Research Inc,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=c612028314514fcf,2026-07-13 01:06:14.221000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Store Team Lead (Part-Time),Vessi Footwear,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=9bde3183e068691d,2026-07-13 01:06:14.201000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Recycler - Langley (Full Time),Talize,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=6aaeafac8f143033,2026-07-13 01:06:14.196000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Survey Assistant,Binnie,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=d889a142ce864a6d,2026-07-13 01:06:14.190000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,PRET A MANGER YVR Assistant Manager & Manager,Jem Family Restaurants,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=c39565060ddfb1df,2026-07-13 01:06:14.175000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Guest Services Representative,Hilton,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=35fb202b126e8af5,2026-07-13 01:06:14.169000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Pharmacy Assistant,Peoples Inwell pharmacy,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=c54ecdedfddfa9de,2026-07-13 01:06:14.162000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Health, Safety & Environmental Manager",Arcadis,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=12a31c5e1ee15cc8,2026-07-13 01:06:14.155000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Technical Delivery Manager,Specsavers,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=9a778d76d40f1301,2026-07-13 01:06:14.149000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Diagnostic Medical Sonographer, General Procedures - Burnaby Hospital",Fraser Health,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=85138a0f138e6374,2026-07-13 01:06:14.143000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Supply Chain Coordinator,ETRO Construction,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=39eb0c9266d5c262,2026-07-13 01:06:14.137000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Temporary Labour Relations Officer - WCB Advocacy USW-024-26,BC NURSES UNION,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=a5fbb2dccc0c442d,2026-07-13 01:06:14.129000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Grading Foreman/woman (Road Building),Mainland Construction Materials,"Surrey, BC, CA",https://ca.indeed.com/viewjob?jk=829dec074173629a,2026-07-13 01:06:14.122000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Clinical Research Coordinator, Clinical Support Unit - BC Children’s Research Institute",Provincial Health Services Authority (PHSA),"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=07abc1c2097dd330,2026-07-13 01:06:14.116000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Project Manager, Child, Youth and Reproductive Mental Health - BC Children's Hospital",Provincial Health Services Authority (PHSA),"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=17fde1ff9fc08603,2026-07-13 01:06:14.107000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Nurse Clinician Case Manager, Nursing Support Services Program - BC Children's Hospital",Provincial Health Services Authority (PHSA),"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=b1f9b30375687896,2026-07-13 01:06:14.096000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Environmental Coordinator,BC Hydro,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=8c81bfac63a70946,2026-07-13 01:06:14.079000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Imaging Informatics Coordinator P2BI,Provincial Health Services Authority (PHSA),"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=8ba1aded79b4c358,2026-07-13 01:06:14.071000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Safety Supervisor,Triton Environmental Consultants,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=7e1eb4e4dc7a24e1,2026-07-13 01:06:14.062000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Quality Manager,Aecon Group Inc.,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=df8c1f8cdd382289,2026-07-13 01:06:14.053000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Salon General Manager,LIFE&COLOUR salon,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=099918678996c843,2026-07-13 01:06:14.043000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,ECE/ECEA/Responsible Adult,Westminster Children's After School Society (WCAS),"New Westminster, BC, CA",https://ca.indeed.com/viewjob?jk=560de0c796a71e9a,2026-07-13 01:06:14.034000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Quality Coordinator,CB Supplies,"Surrey, BC, CA",https://ca.indeed.com/viewjob?jk=518a9ab772e43166,2026-07-13 01:06:14.022000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Sales Manager,Merit Kitchens,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=0cebb502dae596e6,2026-07-13 01:06:14,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Frontline Coordinator Salon/Spa,The Mega Hair Group Inc.,"Coquitlam, BC, CA",https://ca.indeed.com/viewjob?jk=cdcf7f2cfd6d4d00,2026-07-13 01:06:13.995000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Scheduler / Care Coordinator,Hero Home Care,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=29bcd63aa1000de9,2026-07-13 01:06:13.990000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,House Manager (Part-Time),Acclivity,"West Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=a0da14103930a5c6,2026-07-13 01:06:13.977000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,SnowPros - Field Manager (“Ranger”),Snow Pros Services Ltd,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=786e778fb6149718,2026-07-13 01:06:13.969000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Client Experience Coordinator,Fruition Skin Therapy,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=5fbb81f64ea6772c,2026-07-13 01:06:13.964000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Freight Planner - CA,GEODIS,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=6c283de85394f240,2026-07-13 01:06:13.959000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Top Hand,Westower Communications Ltd,"Surrey, BC, CA",https://ca.indeed.com/viewjob?jk=ddaa9ef1bc744c71,2026-07-13 01:06:13.944000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Oracle Data Reporting Lead,Accenture,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=e18de4d8936a4e25,2026-07-13 01:06:13.933000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Oracle ERP Delivery Lead,Accenture,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=ba846d8937b348bd,2026-07-13 01:06:13.926000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,RELEX Technical Consultant,Accenture,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=e574c76818317c89,2026-07-13 01:06:13.913000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Senior Manager, Human Resources Consulting",KPMG,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=d65d0797c2fc18f1,2026-07-13 01:06:13.903000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Claims Administrator,HUB International,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=1c2014eff44773f8,2026-07-13 01:06:13.896000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Lead, Health Informatics",Fraser Health,"Surrey, BC, CA",https://ca.indeed.com/viewjob?jk=446c8901183b9f63,2026-07-13 01:06:13.888000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Lead, Health Informatics",Fraser Health,"Surrey, BC, CA",https://ca.indeed.com/viewjob?jk=e9bbe1dbbac67b72,2026-07-13 01:06:13.878000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Will Consultant,TD,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=be9d896bc5dbcdb7,2026-07-13 01:06:13.870000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,"Claims Consultant, Specialty (E+O/D+O/Commercial Crime)",Intact,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=9e35102114a3ce9a,2026-07-13 01:06:13.863000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Scheduler,Pomerleau,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=90879cf07817f462,2026-07-13 01:06:13.845000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Sr. Software Development Engineer - Agentic System,Workday,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=39823943e7859251,2026-07-13 01:06:13.836000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Safety Manager,ERCO Worldwide,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=7e884cadc0012e5c,2026-07-13 01:06:13.828000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,"Business Development Manager, Smart Buildings - Western Canada",Siemens,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=8755201bb8773d47,2026-07-13 01:06:13.819000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Software Engineer 4 (Backend Developer),Nutanix,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=f42887c7e91a7699,2026-07-13 01:06:13.812000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Safety Manager,ERCO Worldwide,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=7ce123a53935069d,2026-07-13 01:06:13.805000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Safety Manager,ERCO Worldwide,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=13a9633070ce694b,2026-07-13 01:06:13.795000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Development Manager - EA Sports Technology Group,Electronic Arts,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=64692093003275cf,2026-07-13 01:06:13.783000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Product Engineer,Orbital,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=7bb4be265a63abba,2026-07-13 01:06:13.774000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,ASSISTANT SUPERINTENDENT – EAST 49TH PROJECT,English Inn Hotel & Wedding Venue,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=0cf8652d6fbdc868,2026-07-13 01:06:13.767000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Maintenance Worker,SilverBirch Hotels & Resorts,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=d4648b9b74a7ddcd,2026-07-13 01:06:13.760000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Financial Planner, Scotia Financial Planning- Langley, BC",Scotiabank,"Langley, BC, CA",https://ca.indeed.com/viewjob?jk=8c8bce3a4ee06be7,2026-07-13 01:06:13.752000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Workplace Experience Specialist,RSM,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=60933c369b7de89f,2026-07-13 01:06:13.743000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Curriculum Development Specialist,Vancouver Police Department,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=8af604a32fd8f77e,2026-07-13 01:06:13.733000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Nurse Practitioner or Physician Assistant,Headlands Research,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=094805859719dd66,2026-07-13 01:06:13.724000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Principal Software Engineer, Cloud & Edge Backend",Saviynt,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=ce3a42321c2474c1,2026-07-13 01:06:13.718000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Software Programs - Software Development Manager,OSI Maritime Systems,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=a2aacd6451bfaa77,2026-07-13 01:06:13.700000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Machine Learning Research Engineer,RBC,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=be8e6c387091afa3,2026-07-13 01:06:13.693000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Machine Learning Engineer, AICE - AI Center of Excellence",Amazon.com,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=a4fdce8f1fe45a59,2026-07-13 01:06:13.686000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Principal Software Development Engineer,Workday,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=57ede1a6097a663f,2026-07-13 01:06:13.679000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Senior Python Software Developer,"PDF Solutions, Inc","Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=a8d4170a77aa1ca3,2026-07-13 01:06:13.672000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Senior Engineer, Payments",Xero,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=800cdc62e498afa4,2026-07-13 01:06:13.664000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Senior Information Architect,ARC'TERYX,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=3a765fdc4e0b5f26,2026-07-13 01:06:13.656000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Lead GCP Data Engineer,Wipro,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=d0c1404154444923,2026-07-13 01:06:13.649000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Director, Program Delivery",RBC,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=59a4dbeaa01bf302,2026-07-13 01:06:13.643000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Engineer,Xero,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=870217f979e73854,2026-07-13 01:06:13.635000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,"Software Development Engineer, Alexa Screen Experience",Amazon.com,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=89cdb78cce4444bd,2026-07-13 01:06:13.629000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,"Lead Software Engineer, Original Game (Unreal Engine 5)",Blackbird Interactive,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=b805c05cb86f035d,2026-07-13 01:06:13.623000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Senior Algorithms Developer,D-Wave,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=ce0b8884ea4bc182,2026-07-13 01:06:13.616000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,Project & Warranty Coordinator,,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=a9887bdd69beff86,2026-07-13 01:06:13.610000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"Manager, Marketing Creative",AfterShip,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=1e53a7a90bd6bf0f,2026-07-13 01:06:13.602000,100,hard gate: eligible IT listing,easy_apply,METRO_VAN,
indeed,it,queued,"General Supervisor, Equipment Reliability",Seaspan ULC,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=a82e54942557739e,2026-07-13 01:06:13.590000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,"Principal Engineer, Outfitting",Seaspan ULC,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=f645b41c4604b1b5,2026-07-13 01:06:13.584000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Planner II (Design Build - Process Management),Seaspan ULC,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=4e3241f43ab2f7b4,2026-07-13 01:06:13.577000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Maintenance & Engineering Superintendent,Seaspan ULC,"Delta, BC, CA",https://ca.indeed.com/viewjob?jk=28341badb02ca4aa,2026-07-13 01:06:13.571000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Marine Electronics Technologist,Seaspan ULC,"North Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=e51f94d58ad77e5c,2026-07-13 01:06:13.564000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Principal Technology Architect - Wireless Core,Telus,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=d7972fb9c1d13871,2026-07-13 01:06:13.559000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Senior Software Engineer - Product,Parallel Domain,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=d86f4063fa334a18,2026-07-13 01:06:13.555000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Lead Platform Architect,Electronic Arts,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=feeb08164cf70986,2026-07-13 01:06:13.549000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,QA Automation Developer,Thales,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=847002cc7b868cb1,2026-07-13 01:06:13.536000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Software Engineer II - Full Stack,Microsoft,"Vancouver, BC, CA",https://ca.indeed.com/viewjob?jk=b31bce6543013ad2,2026-07-13 01:06:13.530000,100,hard gate: eligible IT listing,unverified,METRO_VAN,
indeed,it,queued,Backend Engineer - AI Products,iCOUNTER,"Burnaby, BC, CA",https://ca.indeed.com/viewjob?jk=c733d736e6538bae,2026-07-13 01:06:13.523000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
indeed,it,queued,Hardware Engineering Manager,Arlo Technologies,"Richmond, BC, CA",https://ca.indeed.com/viewjob?jk=9c985a554d1a6e54,2026-07-13 01:06:13.517000,100,hard gate: eligible IT listing,company_site,METRO_VAN,
